id,name,type,rarity,weight_class,bucket,via,set
9973,Crimson Vanquisher Focus,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9982,Crimson Vanquisher Greatsword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9976,Crimson Vanquisher Hammer,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9970,Crimson Vanquisher Longbow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9983,Crimson Vanquisher Mace,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9988,Crimson Vanquisher Pistol,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9968,Crimson Vanquisher Rifle,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9987,Crimson Vanquisher Scepter,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9986,Crimson Vanquisher Shield,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9984,Crimson Vanquisher Short Bow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9978,Crimson Vanquisher Staff,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9980,Crimson Vanquisher Sword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9979,Crimson Vanquisher Torch,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9977,Crimson Vanquisher Warhorn,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
10367,Crucible,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4749,Crustacea,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4534,Crying Thorn,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
5521,Cryptopidae,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9713,Crystal Bloom Axe,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4842,Crystal Guardian,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
10101,Crystal Splitter,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4804,Crystalline Blade,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7004,Crystalline Wings Backpack,Back,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11428,Cuddly Cat Backpack,Back,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
5517,Culicidae,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
5545,Cultivated Vine,Back,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
10217,Custom Candy Cane Hammer,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
10079,Cute Angel Wings Backpack,Back,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9999,Cute Demon Wings Backpack,Back,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4739,Cutthroat Caller,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
12021,Cyberhowl Greatsword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3871,Dagger,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4509,Dagger of the Dragon's Deep,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
12834,Dainty Bee Wings Backpack,Back,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
12652,Dapper Coat,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
12657,Dapper Coat,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
12664,Dapper Coat,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
12651,Dapper Pants,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
12656,Dapper Pants,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
12660,Dapper Pants,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
12647,Dapper Wingtips,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
12648,Dapper Wingtips,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
12659,Dapper Wingtips,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
4470,Dark Asuran Axe,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4381,Dark Asuran Dagger,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4359,Dark Asuran Focus,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4487,Dark Asuran Greatsword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4516,Dark Asuran Hammer,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4398,Dark Asuran Harpoon,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4452,Dark Asuran Longbow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4379,Dark Asuran Mace,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4378,Dark Asuran Pistol,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4412,Dark Asuran Rifle,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4473,Dark Asuran Scepter,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4508,Dark Asuran Shield,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4387,Dark Asuran Short Bow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4375,Dark Asuran Speargun,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4530,Dark Asuran Staff,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4532,Dark Asuran Sword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4382,Dark Asuran Torch,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4420,Dark Asuran Trident,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4401,Dark Asuran Warhorn,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9635,Dark Matter Axe,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9597,Dark Matter Cape,Back,Masterwork,,Core Tyria & non-expansion releases,unmatched-default-core,
9629,Dark Matter Dagger,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9624,Dark Matter Focus,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9645,Dark Matter Greatsword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9630,Dark Matter Hammer,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9643,Dark Matter Longbow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9636,Dark Matter Mace,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9653,Dark Matter Pistol,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9623,Dark Matter Rifle,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9637,Dark Matter Scepter,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9627,Dark Matter Shield,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9618,Dark Matter Short Bow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9634,Dark Matter Staff,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9646,Dark Matter Sword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9621,Dark Matter Torch,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9625,Dark Matter Warhorn,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4781,Dark Moon Shield,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11908,Dark Sanctified Axe,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11931,Dark Sanctified Dagger,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11873,Dark Sanctified Focus,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11920,Dark Sanctified Greatsword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11899,Dark Sanctified Hammer,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11927,Dark Sanctified Longbow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11896,Dark Sanctified Mace,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11918,Dark Sanctified Pistol,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11912,Dark Sanctified Rifle,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11926,Dark Sanctified Scepter,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11893,Dark Sanctified Shield,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11902,Dark Sanctified Short Bow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11907,Dark Sanctified Staff,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11889,Dark Sanctified Sword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11928,Dark Sanctified Torch,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11895,Dark Sanctified Warhorn,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
886,Dark Templar Breastplate,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
929,Dark Templar Gauntlets,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
912,Dark Templar Greaves,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
919,Dark Templar Helm,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
911,Dark Templar Pauldrons,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
895,Dark Templar Tassets,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
11822,Dark Tyrant Axe,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11824,Dark Tyrant Sword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9317,Dark Wing Axe,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9246,Dark Wing Dagger,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9294,Dark Wing Focus,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9280,Dark Wing Greatsword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9320,Dark Wing Hammer,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9319,Dark Wing Longbow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9243,Dark Wing Mace,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9261,Dark Wing Pistol,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9247,Dark Wing Rifle,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9255,Dark Wing Scepter,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9293,Dark Wing Shield,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9256,Dark Wing Short Bow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9263,Dark Wing Staff,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9271,Dark Wing Sword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9288,Dark Wing Torch,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9312,Dark Wing Warhorn,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7888,Darkspear,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
12594,Darkspear,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4008,Darksteel Axe,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4061,Darksteel Dagger,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4055,Darksteel Greatsword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4087,Darksteel Hammer,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
13569,Darksteel Javelin,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4006,Darksteel Mace,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4034,Darksteel Pistol,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4107,Darksteel Rifle,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4049,Darksteel Shield,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4043,Darksteel Spear,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4090,Darksteel Sword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
6211,Dawn,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
5997,Daydreamer's Axe,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
5989,Daydreamer's Dagger,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
6001,Daydreamer's Focus,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
6010,Daydreamer's Greatsword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
6013,Daydreamer's Hammer,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
5995,Daydreamer's Longbow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
6012,Daydreamer's Mace,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
5991,Daydreamer's Pistol,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
5996,Daydreamer's Rifle,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
6006,Daydreamer's Scepter,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
5999,Daydreamer's Shield,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
6009,Daydreamer's Short Bow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
6004,Daydreamer's Staff,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
5994,Daydreamer's Sword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
6002,Daydreamer's Torch,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
5993,Daydreamer's Warhorn,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
6003,Daydreamer's Wings Backpack,Back,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3802,Dead Stop,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4499,Deathcamas,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
1121,Deathly Avian Mantle,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
1116,Deathly Avian Pauldrons,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
1128,Deathly Avian Shoulderpads,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
1123,Deathly Bull's Mantle,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
1119,Deathly Bull's Pauldrons,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
1131,Deathly Bull's Shoulderpads,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
1126,Deathly Mantle,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
1120,Deathly Pauldrons,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
1136,Deathly Shoulderpads,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
4764,Deathwish,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
10991,Decade's End,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
11012,Decade's End,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
11018,Decade's End,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
11025,Decade's Guild,Back,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
10986,Decade's Heart,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
10996,Decade's Heart,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
11031,Decade's Heart,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
10976,Decade's Path,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
10978,Decade's Path,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
10994,Decade's Path,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
10974,Decade's Reach,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
10981,Decade's Reach,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
11005,Decade's Reach,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
10982,Decade's Saga,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
10995,Decade's Saga,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
11026,Decade's Saga,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
11008,Decade's Star,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
11009,Decade's Star,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
11028,Decade's Star,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
11027,Decade's War,Back,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7595,Decalibrated Feline Holoscepter,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
12712,Decima's Manica,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
12726,Decima's Manica,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
12728,Decima's Manica,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
8771,Decimator,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
2345,Decorative Molten Jetpack,Back,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8632,Defiant Glass Axe,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8649,Defiant Glass Backpack Skin,Back,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8643,Defiant Glass Dagger,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8629,Defiant Glass Focus,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8633,Defiant Glass Greatsword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8637,Defiant Glass Hammer,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8628,Defiant Glass Longbow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8644,Defiant Glass Mace,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8639,Defiant Glass Pistol,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8641,Defiant Glass Rifle,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8642,Defiant Glass Scepter,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8630,Defiant Glass Shield,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8636,Defiant Glass Short Bow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8635,Defiant Glass Staff,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8634,Defiant Glass Sword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8640,Defiant Glass Torch,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8631,Defiant Glass Warhorn,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4573,Deldrimor Mace,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
12119,Delicate Lace Cape,Back,Masterwork,,Core Tyria & non-expansion releases,unmatched-default-core,
4728,Delusion,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
2045,Demon Masque,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
9626,Demon-Haunted Axe,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9641,Demon-Haunted Dagger,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9648,Demon-Haunted Focus,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9619,Demon-Haunted Greatsword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9642,Demon-Haunted Hammer,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9628,Demon-Haunted Longbow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9622,Demon-Haunted Mace,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9650,Demon-Haunted Pistol,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9639,Demon-Haunted Rifle,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9647,Demon-Haunted Scepter,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9620,Demon-Haunted Shield,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9652,Demon-Haunted Short Bow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9633,Demon-Haunted Staff,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9632,Demon-Haunted Sword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9631,Demon-Haunted Torch,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
9644,Demon-Haunted Warhorn,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8179,Desert King Axe,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8146,Desert King Dagger,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8159,Desert King Focus,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8162,Desert King Greatsword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8153,Desert King Hammer,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8163,Desert King Longbow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8157,Desert King Mace,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8158,Desert King Pistol,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8184,Desert King Reliquary,Back,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8176,Desert King Rifle,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8152,Desert King Scepter,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8168,Desert King Shield,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8144,Desert King Short Bow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8155,Desert King Staff,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8147,Desert King Sword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8178,Desert King Torch,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
8150,Desert King Warhorn,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
2349,Desert Rose,Back,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3893,Destroyer Axe,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3925,Destroyer Dagger,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3877,Destroyer Focus,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3916,Destroyer Greatsword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3886,Destroyer Harpoon Gun,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3897,Destroyer Longbow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3888,Destroyer Mace,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3971,Destroyer Maul,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3915,Destroyer Pike,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3911,Destroyer Pistol,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4058,Destroyer Rifle,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3876,Destroyer Scepter,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4987,Destroyer Scythe,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3918,Destroyer Shield,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3882,Destroyer Short Bow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
4038,Destroyer Staff,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3961,Destroyer Sword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3874,Destroyer Torch,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3879,Destroyer Trident,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
3884,Destroyer Warhorn,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
2056,Determination Headband,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
999,Devil Horns,Armor,Basic,Heavy,Core Tyria & non-expansion releases,unmatched-default-core,
1000,Devil Horns,Armor,Basic,Light,Core Tyria & non-expansion releases,unmatched-default-core,
1027,Devil Horns,Armor,Basic,Medium,Core Tyria & non-expansion releases,unmatched-default-core,
10042,Devil-Rending Axe,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11247,Devil-Rending Cape,Back,Masterwork,,Core Tyria & non-expansion releases,unmatched-default-core,
12102,Devil-Rending Dagger,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
11036,Devil-Rending Greataxe Hammer,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
13914,Devil-Rending Staff,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7122,Devoted Axe,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7096,Devoted Dagger,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7154,Devoted Focus,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7090,Devoted Greatsword,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7132,Devoted Hammer,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7137,Devoted Longbow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7105,Devoted Mace,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7138,Devoted Pistol,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7152,Devoted Rifle,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7148,Devoted Scepter,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7111,Devoted Shield,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
7081,Devoted Short Bow,Weapon,Basic,,Core Tyria & non-expansion releases,unmatched-default-core,
