id,name,type,rarity,weight_class,wiki_first_seen,inferred_era
4239,Viridian Antique Spire,Weapon,Basic,,2014-08-07T19:46:10Z,Living World Season 1
4127,Viridian Antique Trident,Weapon,Basic,,2014-08-07T19:46:12Z,Living World Season 1
4194,Viridian Antique Wand,Weapon,Basic,,2014-08-07T19:46:15Z,Living World Season 1
4229,Viridian Antique Warhammer,Weapon,Basic,,2014-08-07T19:46:17Z,Living World Season 1
5545,Cultivated Vine,Back,Basic,,2014-08-12T21:35:50Z,Living World Season 1
5544,Mawdrey,Back,Basic,,2014-08-14T11:56:45Z,Living World Season 1
5541,Wreath of Cooperation,Armor,Basic,Heavy,2014-08-14T15:27:49Z,Living World Season 1
5542,Wreath of Cooperation,Armor,Basic,Light,2014-08-14T15:27:49Z,Living World Season 1
5543,Wreath of Cooperation,Armor,Basic,Medium,2014-08-14T15:27:49Z,Living World Season 1
1692,Primitive Cowl,Armor,Basic,Light,2014-09-07T22:08:15Z,Living World Season 1
916,Primitive Footwraps,Armor,Basic,Light,2014-09-07T22:13:56Z,Living World Season 1
898,Primitive Chestwraps,Armor,Basic,Light,2014-09-07T22:19:27Z,Living World Season 1
903,Primitive Legwraps,Armor,Basic,Light,2014-09-07T22:24:03Z,Living World Season 1
921,Primitive Mantle,Armor,Basic,Light,2014-09-07T22:25:13Z,Living World Season 1
930,Primitive Handwraps,Armor,Basic,Light,2014-09-07T22:26:31Z,Living World Season 1
5653,Spirit Smith,Back,Basic,,2014-09-09T00:10:49Z,Living World Season 1
2305,Elegant Armorsmith's Backpack,Back,Basic,,2014-09-09T20:09:57Z,Living World Season 1
5657,Fused Molten Logging Axe,Gathering,Basic,,2014-09-09T21:31:52Z,Living World Season 1
5656,Fused Molten Sickle,Gathering,Basic,,2014-09-09T21:34:41Z,Living World Season 1
5639,Glorious Crown,Armor,Basic,Light,2014-09-09T22:17:12Z,Living World Season 1
5637,Glorious Epaulets,Armor,Basic,Light,2014-09-09T22:20:58Z,Living World Season 1
5641,Glorious Raiment,Armor,Basic,Light,2014-09-09T22:23:04Z,Living World Season 1
5640,Glorious Armguards,Armor,Basic,Light,2014-09-09T22:24:02Z,Living World Season 1
5638,Glorious Leggings,Armor,Basic,Light,2014-09-09T22:25:36Z,Living World Season 1
5642,Glorious Footgear,Armor,Basic,Light,2014-09-09T22:26:32Z,Living World Season 1
5648,Glorious Cap,Armor,Basic,Medium,2014-09-09T22:37:03Z,Living World Season 1
5627,Glorious Shoulderguards,Armor,Basic,Medium,2014-09-09T22:38:27Z,Living World Season 1
5650,Glorious Brigandine,Armor,Basic,Medium,2014-09-09T22:42:00Z,Living World Season 1
5649,Glorious Wristplates,Armor,Basic,Medium,2014-09-09T22:43:53Z,Living World Season 1
5647,Glorious Legguards,Armor,Basic,Medium,2014-09-09T22:45:05Z,Living World Season 1
2322,Simple Huntsman's Backpack,Back,Basic,,2014-09-09T22:45:09Z,Living World Season 1
5651,Glorious Shinplates,Armor,Basic,Medium,2014-09-09T22:48:22Z,Living World Season 1
5645,Glorious Plate Helm,Armor,Basic,Heavy,2014-09-09T22:55:11Z,Living World Season 1
5643,Glorious Pauldrons,Armor,Basic,Heavy,2014-09-09T22:56:22Z,Living World Season 1
5618,Glorious Breastplate,Armor,Basic,Heavy,2014-09-09T22:57:57Z,Living World Season 1
5646,Glorious Gauntlets,Armor,Basic,Heavy,2014-09-09T22:59:16Z,Living World Season 1
5644,Glorious Legplates,Armor,Basic,Heavy,2014-09-09T23:00:19Z,Living World Season 1
5652,Glorious Wargreaves,Armor,Basic,Heavy,2014-09-09T23:01:45Z,Living World Season 1
2310,Sturdy Huntsman's Backpack,Back,Basic,,2014-09-09T23:07:08Z,Living World Season 1
2312,Practical Huntsman's Backpack,Back,Basic,,2014-09-09T23:31:35Z,Living World Season 1
2323,Intricate Huntsman's Backpack,Back,Basic,,2014-09-09T23:36:51Z,Living World Season 1
2277,Simple Chef's Backpack,Back,Basic,,2014-09-09T23:41:02Z,Living World Season 1
2302,Basic Chef's Backpack,Back,Basic,,2014-09-09T23:46:19Z,Living World Season 1
2314,Savory Chef's Backpack,Back,Basic,,2014-09-09T23:48:57Z,Living World Season 1
2324,Hearty Chef's Backpack,Back,Basic,,2014-09-09T23:52:01Z,Living World Season 1
2321,Ornate Huntsman's Backpack,Back,Basic,,2014-09-09T23:52:12Z,Living World Season 1
2319,Gourmet Chef's Backpack,Back,Basic,,2014-09-09T23:54:38Z,Living World Season 1
2289,Ambrosial Chef's Backpack,Back,Basic,,2014-09-09T23:56:54Z,Living World Season 1
2296,Simple Leatherworker's Backpack,Back,Basic,,2014-09-10T00:22:33Z,Living World Season 1
2301,Simple Armorsmith's Backpack,Back,Basic,,2014-09-10T00:35:55Z,Living World Season 1
2295,Sturdy Leatherworker's Backpack,Back,Basic,,2014-09-10T00:36:31Z,Living World Season 1
2315,Practical Leatherworker's Backpack,Back,Basic,,2014-09-10T00:38:05Z,Living World Season 1
2279,Sturdy Armorsmith's Backpack,Back,Basic,,2014-09-10T00:38:28Z,Living World Season 1
2294,Intricate Leatherworker's Backpack,Back,Basic,,2014-09-10T00:39:31Z,Living World Season 1
2308,Practical Armorsmith's Backpack,Back,Basic,,2014-09-10T00:40:50Z,Living World Season 1
2293,Ornate Leatherworker's Backpack,Back,Basic,,2014-09-10T00:41:14Z,Living World Season 1
2303,Intricate Armorsmith's Backpack,Back,Basic,,2014-09-10T00:42:00Z,Living World Season 1
2284,Simple Artificer's Backpack,Back,Basic,,2014-09-10T00:44:06Z,Living World Season 1
2304,Ornate Armorsmith's Backpack,Back,Basic,,2014-09-10T00:44:38Z,Living World Season 1
2311,Elegant Huntsman's Backpack,Back,Basic,,2014-09-10T00:47:34Z,Living World Season 1
2292,Elegant Leatherworker's Backpack,Back,Basic,,2014-09-10T00:48:02Z,Living World Season 1
2297,Sturdy Artificer's Backpack,Back,Basic,,2014-09-10T00:49:32Z,Living World Season 1
2320,Practical Artificer's Backpack,Back,Basic,,2014-09-10T00:51:49Z,Living World Season 1
2298,Intricate Artificer's Backpack,Back,Basic,,2014-09-10T00:52:56Z,Living World Season 1
2299,Ornate Artificer's Backpack,Back,Basic,,2014-09-10T00:54:21Z,Living World Season 1
2300,Elegant Artificer's Backpack,Back,Basic,,2014-09-10T00:56:45Z,Living World Season 1
2281,Simple Jeweler's Backpack,Back,Basic,,2014-09-10T01:20:39Z,Living World Season 1
2280,Sturdy Jeweler's Backpack,Back,Basic,,2014-09-10T01:27:57Z,Living World Season 1
2276,Ornate Jeweler's Backpack,Back,Basic,,2014-09-10T01:31:37Z,Living World Season 1
2285,Intricate Jeweler's Backpack,Back,Basic,,2014-09-10T01:33:21Z,Living World Season 1
2313,Practical Jeweler's Backpack,Back,Basic,,2014-09-10T01:34:51Z,Living World Season 1
2286,Simple Tailor's Backpack,Back,Basic,,2014-09-10T01:47:24Z,Living World Season 1
2309,Sturdy Tailor's Backpack,Back,Basic,,2014-09-10T01:48:09Z,Living World Season 1
2316,Practical Tailor's Backpack,Back,Basic,,2014-09-10T01:48:56Z,Living World Season 1
2307,Intricate Tailor's Backpack,Back,Basic,,2014-09-10T01:49:38Z,Living World Season 1
2283,Ornate Tailor's Backpack,Back,Basic,,2014-09-10T01:50:32Z,Living World Season 1
2282,Elegant Tailor's Backpack,Back,Basic,,2014-09-10T01:51:17Z,Living World Season 1
2278,Elegant Jeweler's Backpack,Back,Basic,,2014-09-10T08:16:27Z,Living World Season 1
2291,Simple Weaponsmith's Backpack,Back,Basic,,2014-09-10T11:27:10Z,Living World Season 1
2290,Sturdy Weaponsmith's Backpack,Back,Basic,,2014-09-10T11:28:53Z,Living World Season 1
2317,Practical Weaponsmith's Backpack,Back,Basic,,2014-09-10T11:30:48Z,Living World Season 1
2306,Intricate Weaponsmith's Backpack,Back,Basic,,2014-09-10T11:32:30Z,Living World Season 1
2288,Ornate Weaponsmith's Backpack,Back,Basic,,2014-09-10T11:34:00Z,Living World Season 1
2287,Elegant Weaponsmith's Backpack,Back,Basic,,2014-09-10T11:35:51Z,Living World Season 1
5603,Glorious Hero's Plate Helm,Armor,Basic,Heavy,2014-09-11T06:57:04Z,Living World Season 1
5605,Glorious Hero's Pauldrons,Armor,Basic,Heavy,2014-09-11T07:04:52Z,Living World Season 1
5604,Glorious Hero's Legplates,Armor,Basic,Heavy,2014-09-11T07:11:39Z,Living World Season 1
5609,Glorious Hero's Crown,Armor,Basic,Light,2014-09-11T14:50:22Z,Living World Season 1
5611,Glorious Hero's Epaulets,Armor,Basic,Light,2014-09-11T14:50:39Z,Living World Season 1
5607,Glorious Hero's Raiment,Armor,Basic,Light,2014-09-11T14:50:59Z,Living World Season 1
5608,Glorious Hero's Armguards,Armor,Basic,Light,2014-09-11T14:51:09Z,Living World Season 1
5610,Glorious Hero's Leggings,Armor,Basic,Light,2014-09-11T14:51:23Z,Living World Season 1
5606,Glorious Hero's Footgear,Armor,Basic,Light,2014-09-11T14:51:38Z,Living World Season 1
5615,Glorious Hero's Cap,Armor,Basic,Medium,2014-09-11T14:54:35Z,Living World Season 1
5617,Glorious Hero's Shoulderguards,Armor,Basic,Medium,2014-09-11T14:54:49Z,Living World Season 1
5613,Glorious Hero's Brigandine,Armor,Basic,Medium,2014-09-11T14:55:07Z,Living World Season 1
5614,Glorious Hero's Wristplates,Armor,Basic,Medium,2014-09-11T14:55:22Z,Living World Season 1
5616,Glorious Hero's Legguards,Armor,Basic,Medium,2014-09-11T14:55:59Z,Living World Season 1
5612,Glorious Hero's Shinplates,Armor,Basic,Medium,2014-09-11T14:56:11Z,Living World Season 1
5599,Glorious Hero's Breastplate,Armor,Basic,Heavy,2014-09-11T14:59:16Z,Living World Season 1
5600,Glorious Hero's Gauntlets,Armor,Basic,Heavy,2014-09-11T14:59:35Z,Living World Season 1
5601,Glorious Hero's Wargreaves,Armor,Basic,Heavy,2014-09-11T15:00:00Z,Living World Season 1
4685,Spiked Club,Weapon,Basic,,2014-09-15T22:41:29Z,Living World Season 1
5672,Pinnacle Reaver,Weapon,Basic,,2014-09-22T13:37:16Z,Living World Season 1
5661,Pinnacle Kris,Weapon,Basic,,2014-09-22T13:40:34Z,Living World Season 1
5674,Pinnacle Mace,Weapon,Basic,,2014-09-22T13:42:24Z,Living World Season 1
5673,Pinnacle Pistol,Weapon,Basic,,2014-09-22T13:43:21Z,Living World Season 1
5666,Pinnacle Blade,Weapon,Basic,,2014-09-22T13:44:04Z,Living World Season 1
5662,Pinnacle Cesta,Weapon,Basic,,2014-09-22T13:44:37Z,Living World Season 1
5671,Pinnacle Scroll,Weapon,Basic,,2014-09-22T13:45:13Z,Living World Season 1
5670,Pinnacle Ward,Weapon,Basic,,2014-09-22T13:45:41Z,Living World Season 1
5665,Pinnacle Flame,Weapon,Basic,,2014-09-22T13:46:20Z,Living World Season 1
5663,Pinnacle Harbinger,Weapon,Basic,,2014-09-22T13:46:44Z,Living World Season 1
5678,Pinnacle Avenger,Weapon,Basic,,2014-09-22T13:47:16Z,Living World Season 1
5677,Pinnacle Thunder,Weapon,Basic,,2014-09-22T13:47:46Z,Living World Season 1
5675,Pinnacle Recurve Bow,Weapon,Basic,,2014-09-22T13:48:14Z,Living World Season 1
5660,Pinnacle Rifle,Weapon,Basic,,2014-09-22T13:48:42Z,Living World Season 1
5669,Pinnacle Short Bow,Weapon,Basic,,2014-09-22T13:49:18Z,Living World Season 1
5667,Pinnacle Spire,Weapon,Basic,,2014-09-22T13:49:56Z,Living World Season 1
5668,Pinnacle Wake,Weapon,Basic,,2014-09-22T13:50:24Z,Living World Season 1
5664,Pinnacle Trident,Weapon,Basic,,2014-09-22T13:51:17Z,Living World Season 1
5676,Pinnacle Impaler,Weapon,Basic,,2014-09-22T18:31:11Z,Living World Season 1
5595,Hellfire Brigandine,Armor,Basic,Light,2014-09-23T15:38:22Z,Living World Season 1
5596,Hellfire Leggings,Armor,Basic,Light,2014-09-23T15:44:53Z,Living World Season 1
5588,Radiant Brigandine,Armor,Basic,Light,2014-09-23T16:10:22Z,Living World Season 1
5587,Radiant Leggings,Armor,Basic,Light,2014-09-23T16:13:28Z,Living World Season 1
5593,Hellfire Hauberk,Armor,Basic,Medium,2014-09-23T16:24:29Z,Living World Season 1
5598,Hellfire Legguards,Armor,Basic,Medium,2014-09-23T16:34:14Z,Living World Season 1
5589,Radiant Hauberk,Armor,Basic,Medium,2014-09-23T16:43:50Z,Living World Season 1
5591,Radiant Legguards,Armor,Basic,Medium,2014-09-23T16:48:20Z,Living World Season 1
5597,Hellfire Cuirass,Armor,Basic,Heavy,2014-09-23T16:57:59Z,Living World Season 1
5594,Hellfire Chausses,Armor,Basic,Heavy,2014-09-23T17:02:16Z,Living World Season 1
5592,Radiant Cuirass,Armor,Basic,Heavy,2014-09-23T17:09:26Z,Living World Season 1
5590,Radiant Chausses,Armor,Basic,Heavy,2014-09-23T17:11:31Z,Living World Season 1
5586,Belinda's Greatsword,Weapon,Basic,,2014-09-23T21:00:36Z,Living World Season 1
3802,Dead Stop,Weapon,Basic,,2014-10-07T13:33:33Z,Living World Season 1
8091,Tireless Harvesting Minion,Gathering,Basic,,2014-10-07T13:40:55Z,Living World Season 1
8108,Tireless Logging Minion,Gathering,Basic,,2014-10-07T13:42:42Z,Living World Season 1
5698,Glowing Green Mask,Armor,Basic,Heavy,2014-10-07T13:44:35Z,Living World Season 1
5699,Glowing Green Mask,Armor,Basic,Light,2014-10-07T13:44:35Z,Living World Season 1
5700,Glowing Green Mask,Armor,Basic,Medium,2014-10-07T13:44:35Z,Living World Season 1
5004,Krytan Harpoon,Weapon,Basic,,2014-10-08T16:35:29Z,Living World Season 1
119,Illustrious Epaulets,Armor,Basic,Light,2014-10-11T22:40:34Z,Living World Season 1
109,Illustrious Doublet,Armor,Basic,Light,2014-10-11T22:40:36Z,Living World Season 1
118,Illustrious Wristguards,Armor,Basic,Light,2014-10-11T22:40:39Z,Living World Season 1
110,Illustrious Breeches,Armor,Basic,Light,2014-10-11T22:40:41Z,Living World Season 1
115,Illustrious Footwear,Armor,Basic,Light,2014-10-11T22:40:44Z,Living World Season 1
5708,Replica Job-o-Tron Backpack,Back,Basic,,2014-11-04T18:28:23Z,Living World Season 1
5745,Carapace Mantle,Armor,Basic,Light,2014-11-05T14:53:12Z,Living World Season 1
5716,Carapace Shoulderpads,Armor,Basic,Medium,2014-11-05T14:53:35Z,Living World Season 1
5744,Carapace Pauldrons,Armor,Basic,Heavy,2014-11-05T14:53:52Z,Living World Season 1
5740,Luminescent Pauldrons,Armor,Basic,Heavy,2014-11-06T16:01:39Z,Living World Season 1
5717,Luminescent Shoulderpads,Armor,Basic,Medium,2014-11-06T16:03:03Z,Living World Season 1
5732,Luminescent Mantle,Armor,Basic,Light,2014-11-06T16:03:57Z,Living World Season 1
8106,Log-r-Tron,Gathering,Basic,,2014-11-11T09:58:19Z,Living World Season 1
5746,Glint's Gaze Mask,Armor,Basic,Light,2014-11-11T10:04:50Z,Living World Season 1
5747,Glint's Gaze Mask,Armor,Basic,Medium,2014-11-11T10:04:50Z,Living World Season 1
5748,Glint's Gaze Mask,Armor,Basic,Heavy,2014-11-11T10:04:50Z,Living World Season 1
5720,Luminescent Gloves,Armor,Basic,Light,2014-11-19T04:27:47Z,Living World Season 1
5721,Luminescent Gauntlets,Armor,Basic,Heavy,2014-11-19T18:16:29Z,Living World Season 1
5729,Luminescent Vambraces,Armor,Basic,Medium,2014-11-19T18:18:09Z,Living World Season 1
5182,Shiverpeak Skewer,Weapon,Basic,,2014-11-19T20:46:54Z,Living World Season 1
5736,Carapace Gauntlets,Armor,Basic,Heavy,2014-11-20T00:23:04Z,Living World Season 1
5711,Carapace Vambraces,Armor,Basic,Medium,2014-11-20T00:24:25Z,Living World Season 1
5742,Carapace Gloves,Armor,Basic,Light,2014-11-20T00:25:22Z,Living World Season 1
8096,Mine-r-Tron,Gathering,Basic,,2014-11-25T11:08:10Z,Living World Season 1
5770,Eternal Sands,Weapon,Basic,,2014-12-02T19:22:38Z,Living World Season 1
5726,Carapace Pants,Armor,Basic,Light,2014-12-03T08:38:39Z,Living World Season 1
5715,Carapace Leggings,Armor,Basic,Medium,2014-12-03T15:57:41Z,Living World Season 1
5734,Carapace Tassets,Armor,Basic,Heavy,2014-12-03T16:55:32Z,Living World Season 1
5733,Carapace Shoes,Armor,Basic,Light,2014-12-03T16:58:12Z,Living World Season 1
5712,Carapace Boots,Armor,Basic,Medium,2014-12-03T16:59:18Z,Living World Season 1
5741,Carapace Greaves,Armor,Basic,Heavy,2014-12-03T17:00:12Z,Living World Season 1
5790,Welding Torch,Weapon,Basic,,2014-12-03T17:23:46Z,Living World Season 1
5727,Luminescent Leggings,Armor,Basic,Medium,2014-12-03T22:18:29Z,Living World Season 1
4984,Legionnaire Harpoon,Weapon,Basic,,2014-12-09T17:36:01Z,Living World Season 1
5214,Flame Harpoon,Weapon,Basic,,2014-12-10T17:51:52Z,Living World Season 1
6259,Spark,Weapon,Basic,,2014-12-11T17:36:39Z,Living World Season 1
9063,Rime-Rimmed Mariner's Rebreather,Armor,Basic,Medium,2014-12-19T00:09:42Z,Living World Season 1
9071,Rime-Rimmed Mariner's Rebreather,Armor,Basic,Light,2014-12-19T00:09:42Z,Living World Season 1
9083,Rime-Rimmed Mariner's Rebreather,Armor,Basic,Heavy,2014-12-19T00:09:42Z,Living World Season 1
5723,Luminescent Greaves,Armor,Basic,Heavy,2014-12-19T23:46:44Z,Living World Season 1
5731,Luminescent Boots,Armor,Basic,Medium,2014-12-20T00:08:46Z,Living World Season 1
5718,Luminescent Shoes,Armor,Basic,Light,2014-12-20T00:10:13Z,Living World Season 1
5739,Luminescent Tassets,Armor,Basic,Heavy,2014-12-20T00:15:46Z,Living World Season 1
5722,Luminescent Pants,Armor,Basic,Light,2014-12-20T00:17:22Z,Living World Season 1
5793,Shoulder Scarf,Armor,Basic,Light,2014-12-23T08:27:55Z,Living World Season 1
5794,Shoulder Scarf,Armor,Basic,Medium,2014-12-23T08:27:55Z,Living World Season 1
5795,Shoulder Scarf,Armor,Basic,Heavy,2014-12-23T08:27:55Z,Living World Season 1
8105,Reap-r-Tron,Gathering,Basic,,2014-12-23T08:35:12Z,Living World Season 1
1328,Toxic Gauntlets,Armor,Basic,Heavy,2014-12-30T23:37:04Z,Living World Season 1
1330,Toxic Armguard,Armor,Basic,Medium,2014-12-30T23:40:32Z,Living World Season 1
5170,Krytan Harpoon Gun,Weapon,Basic,,2015-01-06T17:18:03Z,Living World Season 1
5167,Gladium Trident,Weapon,Basic,,2015-01-11T21:45:32Z,Living World Season 1
5735,Carapace Helmet,Armor,Basic,Heavy,2015-01-14T19:32:17Z,Living World Season 1
5714,Carapace Mask,Armor,Basic,Medium,2015-01-14T22:30:16Z,Living World Season 1
5724,Carapace Cowl,Armor,Basic,Light,2015-01-14T22:42:04Z,Living World Season 1
5737,Carapace Breastplate,Armor,Basic,Heavy,2015-01-14T23:24:52Z,Living World Season 1
5710,Carapace Jerkin,Armor,Basic,Medium,2015-01-14T23:26:28Z,Living World Season 1
5743,Carapace Vestments,Armor,Basic,Light,2015-01-14T23:28:57Z,Living World Season 1
5817,Shadow of the Dragon Gloves,Armor,Basic,Medium,2015-01-16T12:47:16Z,Living World Season 1
5822,Shadow of the Dragon Gloves,Armor,Basic,Heavy,2015-01-16T12:47:16Z,Living World Season 1
5823,Shadow of the Dragon Gloves,Armor,Basic,Light,2015-01-16T12:47:16Z,Living World Season 1
5818,Shadow of the Dragon Helmet,Armor,Basic,Light,2015-01-16T12:49:22Z,Living World Season 1
5819,Shadow of the Dragon Helmet,Armor,Basic,Heavy,2015-01-16T12:49:22Z,Living World Season 1
5821,Shadow of the Dragon Helmet,Armor,Basic,Medium,2015-01-16T12:49:22Z,Living World Season 1
5725,Luminescent Breastplate,Armor,Basic,Heavy,2015-01-16T14:00:51Z,Living World Season 1
5730,Luminescent Jerkin,Armor,Basic,Medium,2015-01-16T14:00:53Z,Living World Season 1
5719,Luminescent Vestments,Armor,Basic,Light,2015-01-16T14:00:55Z,Living World Season 1
5738,Luminescent Helmet,Armor,Basic,Heavy,2015-01-16T14:03:20Z,Living World Season 1
5728,Luminescent Mask,Armor,Basic,Medium,2015-01-16T14:03:21Z,Living World Season 1
5713,Luminescent Cowl,Armor,Basic,Light,2015-01-16T14:03:23Z,Living World Season 1
4604,Lionguard Harpoon Gun,Weapon,Basic,,2015-01-16T20:38:25Z,Living World Season 1
4617,Lionguard Harpoon,Weapon,Basic,,2015-01-16T20:39:16Z,Living World Season 1
4599,Lionguard Trispear,Weapon,Basic,,2015-01-16T20:40:01Z,Living World Season 1
5266,Slingshot,Weapon,Basic,,2015-01-17T21:53:39Z,Living World Season 1
4653,Ebon Vanguard Spear,Weapon,Basic,,2015-01-19T18:17:50Z,Living World Season 1
4985,Hawk Trident,Weapon,Basic,,2015-01-19T18:35:26Z,Living World Season 1
4299,Warden Harpoon Gun,Weapon,Basic,,2015-01-20T17:14:43Z,Living World Season 1
1141,Light Island Shoulder,Armor,Basic,Light,2015-01-20T20:50:27Z,Living World Season 1
1143,Medium Island Shoulder,Armor,Basic,Medium,2015-01-20T20:52:52Z,Living World Season 1
1137,Heavy Island Shoulder,Armor,Basic,Heavy,2015-01-20T20:54:08Z,Living World Season 1
1044,Light Consortium Breathing Mask,Armor,Basic,Light,2015-01-20T20:58:49Z,Living World Season 1
1045,Medium Consortium Breathing Mask,Armor,Basic,Medium,2015-01-20T21:00:52Z,Living World Season 1
1041,Heavy Consortium Breathing Mask,Armor,Basic,Heavy,2015-01-20T21:02:59Z,Living World Season 1
1048,Plush Ram Backpack,Back,Basic,,2015-01-28T09:56:20Z,Living World Season 2
4696,Summit Targe,Weapon,Basic,,2015-02-02T18:25:37Z,Living World Season 2
11233,Lucky Envelope,Weapon,Basic,,2015-02-10T17:29:55Z,Living World Season 2
5856,Lucky Ram Lantern,Back,Rare,,2015-02-10T17:35:07Z,Living World Season 2
5857,Lucky Great Ram Lantern,Back,Exotic,,2015-02-10T17:35:13Z,Living World Season 2
4547,Guild Cleaver,Weapon,Basic,,2015-02-11T16:56:01Z,Living World Season 2
4988,Primitive Pillar,Weapon,Basic,,2015-02-12T22:17:45Z,Living World Season 2
3930,Corrupted Skeggox,Weapon,Basic,,2015-02-22T19:23:10Z,Living World Season 2
5343,Wooden Dagger,Weapon,Basic,,2015-02-26T16:10:53Z,Living World Season 2
5347,Toy Sword,Weapon,Basic,,2015-02-26T16:14:10Z,Living World Season 2
5312,Princess Wand,Weapon,Basic,,2015-02-26T16:16:43Z,Living World Season 2
5295,Bell Focus,Weapon,Basic,,2015-02-26T16:17:53Z,Living World Season 2
5327,Toy Candy Cane Hammer,Weapon,Basic,,2015-02-26T16:18:43Z,Living World Season 2
5316,Pop Gun,Weapon,Basic,,2015-02-26T16:19:47Z,Living World Season 2
5345,Toy Staff,Weapon,Basic,,2015-02-26T16:22:34Z,Living World Season 2
3770,Winter's Cutter,Weapon,Basic,,2015-02-27T15:40:31Z,Living World Season 2
3819,Winter's Needle,Weapon,Basic,,2015-02-27T15:42:19Z,Living World Season 2
3769,Winter's Sting,Weapon,Basic,,2015-02-27T15:45:06Z,Living World Season 2
3829,Winter's Slice,Weapon,Basic,,2015-02-27T15:46:17Z,Living World Season 2
3799,Winter's Shelter,Weapon,Basic,,2015-02-27T15:47:31Z,Living World Season 2
3804,Winter's Edge,Weapon,Basic,,2015-02-27T15:48:31Z,Living World Season 2
3811,Winter's Brunt,Weapon,Basic,,2015-02-27T15:49:31Z,Living World Season 2
3789,Winter's Reach,Weapon,Basic,,2015-02-27T15:50:41Z,Living World Season 2
3739,Winter's Arc,Weapon,Basic,,2015-02-27T15:51:13Z,Living World Season 2
3824,Winter's Timber,Weapon,Basic,,2015-02-27T15:52:11Z,Living World Season 2
3758,Aetherized Scepter,Weapon,Basic,,2015-02-27T17:31:19Z,Living World Season 2
3777,Aetherized Shield,Weapon,Basic,,2015-02-27T17:31:55Z,Living World Season 2
3715,Aetherized Short Bow,Weapon,Basic,,2015-02-27T17:32:32Z,Living World Season 2
3755,Aetherized Spear,Weapon,Basic,,2015-02-27T17:33:59Z,Living World Season 2
3735,Aetherized Harpoon Gun,Weapon,Basic,,2015-02-27T17:34:26Z,Living World Season 2
3814,Aetherized Staff,Weapon,Basic,,2015-02-27T17:35:14Z,Living World Season 2
3751,Aetherized Sword,Weapon,Basic,,2015-02-27T17:35:41Z,Living World Season 2
3710,Aetherized Torch,Weapon,Basic,,2015-02-27T17:36:02Z,Living World Season 2
3729,Aetherized Trident,Weapon,Basic,,2015-02-27T17:36:24Z,Living World Season 2
3720,Aetherized Warhorn,Weapon,Basic,,2015-02-27T17:36:54Z,Living World Season 2
3748,Aetherized Axe,Weapon,Basic,,2015-02-27T17:37:46Z,Living World Season 2
3798,Aetherized Dagger,Weapon,Basic,,2015-02-27T17:38:12Z,Living World Season 2
3746,Aetherized Focus,Weapon,Basic,,2015-02-27T17:38:28Z,Living World Season 2
3773,Aetherized Greatsword,Weapon,Basic,,2015-02-27T17:38:53Z,Living World Season 2
3797,Aetherized Hammer,Weapon,Basic,,2015-02-27T17:39:14Z,Living World Season 2
3749,Aetherized Longbow,Weapon,Basic,,2015-02-27T17:39:34Z,Living World Season 2
3752,Aetherized Mace,Weapon,Basic,,2015-02-27T17:39:56Z,Living World Season 2
3705,Aetherized Pistol,Weapon,Basic,,2015-02-27T17:40:19Z,Living World Season 2
3766,Aetherized Rifle,Weapon,Basic,,2015-02-27T17:40:44Z,Living World Season 2
5880,Lord Faren's Rapier,Weapon,Basic,,2015-02-28T15:03:35Z,Living World Season 2
3712,Fused Axe,Weapon,Basic,,2015-03-02T16:58:41Z,Living World Season 2
3732,Fused Dagger,Weapon,Basic,,2015-03-02T16:59:57Z,Living World Season 2
3716,Fused Mace,Weapon,Basic,,2015-03-02T17:00:46Z,Living World Season 2
3760,Fused Pistol,Weapon,Basic,,2015-03-02T17:01:25Z,Living World Season 2
3756,Fused Sword,Weapon,Basic,,2015-03-02T17:01:57Z,Living World Season 2
3779,Fused Scepter,Weapon,Basic,,2015-03-02T17:03:23Z,Living World Season 2
3753,Fused Focus,Weapon,Basic,,2015-03-02T17:04:08Z,Living World Season 2
3725,Fused Shield,Weapon,Basic,,2015-03-02T17:04:55Z,Living World Season 2
3718,Fused Torch,Weapon,Basic,,2015-03-02T17:05:30Z,Living World Season 2
3733,Fused Warhorn,Weapon,Basic,,2015-03-02T17:06:26Z,Living World Season 2
3714,Fused Greatsword,Weapon,Basic,,2015-03-02T17:07:06Z,Living World Season 2
3808,Fused Hammer,Weapon,Basic,,2015-03-02T17:07:50Z,Living World Season 2
3708,Fused Longbow,Weapon,Basic,,2015-03-02T17:09:48Z,Living World Season 2
3724,Fused Rifle,Weapon,Basic,,2015-03-02T17:10:53Z,Living World Season 2
3728,Fused Short Bow,Weapon,Basic,,2015-03-02T17:11:57Z,Living World Season 2
3747,Fused Staff,Weapon,Basic,,2015-03-02T17:12:43Z,Living World Season 2
5878,Black Feather Wings Backpack,Back,Basic,,2015-03-03T21:11:41Z,Living World Season 2
870,Pit Fighter Chestguard,Armor,Basic,Heavy,2015-03-06T10:50:49Z,Living World Season 2
5288,Super Axe,Weapon,Basic,,2015-03-06T16:28:52Z,Living World Season 2
5324,Super Dagger,Weapon,Basic,,2015-03-06T16:33:15Z,Living World Season 2
5292,Super Mace,Weapon,Basic,,2015-03-06T16:34:20Z,Living World Season 2
5279,Super Pistol,Weapon,Basic,,2015-03-06T16:36:29Z,Living World Season 2
5344,Super Sword,Weapon,Basic,,2015-03-06T16:37:35Z,Living World Season 2
5299,Super Scepter,Weapon,Basic,,2015-03-06T16:38:29Z,Living World Season 2
